Month/Year,Tmax (oC),Tmin (oC),AirFrost (Days),Rain (mm),Sun (Hours),Notes
Mar/2000,10.8,4.60,2.00,82.50,87.20
Apr/2000,11.8,3.80,2.00,55.00,124.10
May/2000,17.3,7.50,0.00,33.80,244.70
Jun/2000,17.8,9.70,0.00,58.90,145.80
Jul/2000,20.5,11.30,0.00,43.20,189.60
Aug/2000,20.1,12.10,0.00,105.70,143.30
Sep/2000,17.2,10.70,0.00,161.30,90.10
Oct/2000,12.6,6.90,0.00,176.10,91.40
Nov/2000,9,3.90,1.00,112.50,67.60
Dec/2000,7.4,2.70,8.00,178.00,33.40
Jan/2001,5.6,0.60,13.00,67.50,49.20
Feb/2001,7.2,1.20,7.00,81.80,88.10
Mar/2001,8.3,1.20,12.00,60.00,150.00
Apr/2001,11.9,4.00,0.00,55.40,135.90
May/2001,18.5,8.10,0.00,20.90,242.10
Jun/2001,17.3,9.50,0.00,49.50,134.70
Jul/2001,19.3,12.00,0.00,92.50,109.60
